time_s,est_x,est_y,est_z,gt_x,gt_y,gt_z,error_3d_m,rms_residual,n_meas
60.4569,-1.4651,1.1401,0.9427,1.4925,0.7975,1.2395,2.9921,0.0786,20
60.5569,-1.4763,1.1098,1.0215,1.483,0.856,1.218,2.9767,0.0956,25
60.6569,-1.5002,1.02,0.8559,1.472,0.914,1.196,2.9935,0.1071,19
60.7569,-1.4805,1.0077,0.9402,1.461,0.97,1.173,2.9509,0.1285,27
60.8569,-1.5241,0.9089,0.7736,1.448,1.021,1.1515,2.9981,0.1347,16
60.9569,-1.5174,0.9421,1.0234,1.4355,1.067,1.1325,2.9576,0.1204,24
61.0569,-1.3752,0.821,0.9836,1.42,1.119,1.11,2.8139,0.1399,25
61.1569,-1.4716,0.8347,1.0143,1.403,1.1645,1.0875,2.8944,0.1921,22
61.2569,-1.4891,0.7604,1.0162,1.382,1.212,1.064,2.9068,0.1579,29
61.3569,-1.4257,0.6532,0.9008,1.358,1.259,1.042,2.8524,0.0723,21
61.4569,-1.4923,0.5978,0.8047,1.334,1.298,1.023,2.9199,0.117,25
61.5569,-1.4125,0.6277,0.7165,1.3095,1.3355,1.0035,2.8271,0.2285,22
61.6569,-1.5076,0.4896,0.6907,1.2815,1.3675,0.9845,2.9387,0.1652,26
61.7569,-1.3511,0.4721,0.888,1.25,1.3975,0.966,2.7619,0.0971,24
61.8569,-1.4894,0.3966,0.4991,1.222,1.42,0.95,2.933,0.1767,17
61.9569,-1.3775,0.3091,0.9965,1.192,1.439,0.935,2.8076,0.1257,25
62.0569,-1.2671,0.259,0.6602,1.16,1.456,0.923,2.719,0.2009,21
62.1569,-1.3571,0.1206,0.863,1.128,1.469,0.911,2.8278,0.1107,23
62.2569,-1.3009,0.0967,0.9392,1.089,1.481,0.896,2.7622,0.0437,29
62.3569,-1.3025,0.0512,0.9461,1.049,1.49,0.8825,2.7575,0.0897,22
62.4569,-1.2332,-0.0034,0.977,1.009,1.496,0.8705,2.6994,0.0675,26
62.5569,-1.229,-0.0657,1.0304,0.966,1.498,0.86,2.7004,0.0788,25
62.6569,-1.2116,-0.1158,1.0023,0.923,1.497,0.85,2.6797,0.0595,23
62.7569,-1.131,-0.1677,1.0945,0.8765,1.491,0.844,2.6161,0.1212,28
62.8569,-1.2533,-0.3123,0.8537,0.822,1.479,0.8375,2.7416,0.1503,24
62.9569,-1.0954,-0.2661,1.0875,0.77,1.463,0.832,2.5563,0.0734,30
63.0569,-1.0825,-0.3518,1.0701,0.712,1.442,0.828,2.5489,0.0495,28
63.1569,-1.0335,-0.4411,1.1432,0.664,1.4215,0.826,2.54,0.0661,22
63.2569,-1.0227,-0.5151,0.9076,0.6245,1.403,0.826,2.5296,0.0702,18
63.3569,-1.0468,-0.4964,1.0806,0.583,1.382,0.829,2.4995,0.0518,23
63.4569,-1.0881,-0.5543,1.0169,0.536,1.357,0.834,2.5149,0.1289,23
63.5569,-0.9314,-0.6713,1.0927,0.486,1.328,0.839,2.4638,0.0523,25
63.6569,-0.8936,-0.7097,1.1132,0.436,1.2975,0.844,2.4227,0.0599,22
63.7569,-0.7751,-0.8284,1.0913,0.387,1.264,0.85,2.4056,0.0674,23
63.8569,-1.0411,-0.8714,0.8748,0.336,1.225,0.859,2.5083,0.2392,23
63.9569,-0.9354,-0.8683,1.078,0.285,1.182,0.868,2.3952,0.1456,18
64.0569,-0.8884,-1.1193,0.8203,0.233,1.135,0.878,2.5185,0.2178,22
64.1569,-0.741,-0.9282,1.0596,0.184,1.0905,0.8895,2.2271,0.1564,20
64.2569,-0.6894,-1.0275,1.2702,0.13,1.04,0.902,2.2542,0.1386,27
64.3569,-0.7372,-1.0497,1.1811,0.079,0.991,0.916,2.2139,0.2766,17
64.4569,-0.667,-1.149,1.0777,0.036,0.948,0.927,2.2168,0.1315,19
64.5569,-0.5222,-1.2246,1.1761,-0.007,0.902,0.9395,2.2009,0.0906,18
64.6569,-0.5313,-1.1544,1.2311,-0.048,0.859,0.953,2.0892,0.1529,19
64.7569,-0.464,-1.3138,1.0595,-0.09,0.812,0.969,2.1604,0.0736,19
64.8569,-0.5085,-1.2975,1.1689,-0.141,0.756,0.985,2.0942,0.194,27
64.9569,-0.4859,-1.4272,1.1631,-0.204,0.6855,1.0075,2.1371,0.148,28
65.0569,-0.3132,-1.3384,1.3808,-0.259,0.619,1.029,1.9895,0.0836,21
65.1569,-0.2417,-1.362,1.5264,-0.318,0.544,1.0525,1.9655,0.1485,32
65.2569,-0.2722,-1.423,1.5008,-0.378,0.462,1.079,1.9345,0.0905,24
65.3569,-0.2276,-1.4278,1.3564,-0.433,0.3835,1.1045,1.8402,0.1841,28
65.4569,-0.1107,-1.4711,1.3885,-0.485,0.309,1.128,1.8376,0.0446,21
65.5569,-0.1174,-1.5225,1.2853,-0.531,0.243,1.151,1.8182,0.1027,21
65.6569,-0.155,-1.4295,1.4323,-0.583,0.167,1.177,1.6725,0.1961,29
65.7569,-0.0213,-1.6722,1.1058,-0.64,0.081,1.205,1.8618,0.1826,27
65.8569,-0.0268,-1.5394,1.3745,-0.697,-0.003,1.233,1.6822,0.121,29
65.9569,0.1215,-1.6042,1.3878,-0.746,-0.078,1.26,1.7601,0.1202,21
66.0569,0.1226,-1.5677,1.4858,-0.787,-0.145,1.2835,1.7007,0.1208,24
66.1569,-0.0681,-1.6026,1.3627,-0.827,-0.209,1.306,1.5878,0.3862,19
66.2569,0.1307,-1.594,1.4147,-0.8655,-0.2745,1.3275,1.6556,0.104,24
66.3569,0.3092,-1.5522,1.6304,-0.906,-0.3455,1.3515,1.7351,0.0568,22
66.4569,0.2657,-1.561,1.612,-0.948,-0.416,1.376,1.6852,0.1229,25
66.5569,0.2776,-1.5238,1.7469,-0.987,-0.482,1.3985,1.6751,0.0935,20
66.6569,0.3057,-1.5592,1.6162,-1.026,-0.547,1.422,1.6839,0.1639,27
66.7569,0.3677,-1.5047,1.6978,-1.065,-0.613,1.445,1.7064,0.0887,20
66.8569,0.4867,-1.5177,1.6566,-1.103,-0.677,1.466,1.8084,0.1001,23
66.9569,0.4823,-1.5199,1.7472,-1.142,-0.745,1.489,1.8181,0.0727,27
67.0569,0.6029,-1.5461,1.6696,-1.182,-0.816,1.512,1.9349,0.161,27
67.1569,0.5381,-1.5284,1.4982,-1.2205,-0.8795,1.5345,1.8748,0.1289,22
67.2569,0.7232,-1.496,1.5082,-1.255,-0.9355,1.5545,2.0566,0.1422,24
67.3569,0.6682,-1.4566,1.6169,-1.289,-0.988,1.5735,2.013,0.1121,24
67.4569,0.6522,-1.4327,1.4812,-1.322,-1.041,1.591,2.0156,0.1633,25
67.5569,0.6533,-1.341,1.2533,-1.352,-1.092,1.609,2.0517,0.2052,23
67.6569,0.8398,-1.3079,1.7929,-1.3745,-1.132,1.623,2.2278,0.098,18
67.7569,0.8585,-1.4182,1.7172,-1.3975,-1.173,1.6355,2.2708,0.1256,26
67.8569,0.8628,-1.3776,1.6669,-1.419,-1.213,1.6475,2.2878,0.1142,20
67.9569,0.8474,-1.335,1.6152,-1.437,-1.25,1.659,2.2864,0.148,24
68.0569,0.9486,-1.2262,1.7192,-1.4545,-1.291,1.67,2.4045,0.1812,26
68.1569,0.971,-1.2734,1.5881,-1.472,-1.336,1.682,2.4456,0.1188,33
68.2569,0.9443,-1.169,1.955,-1.486,-1.374,1.691,2.4532,0.1294,21
68.3569,1.0627,-1.0642,1.914,-1.497,-1.401,1.698,2.5908,0.1909,25
68.4569,1.0865,-1.0758,1.7877,-1.507,-1.428,1.705,2.6186,0.1412,27
68.5569,1.1252,-0.996,1.685,-1.516,-1.4505,1.708,2.6801,0.1145,26
68.6569,1.0095,-0.9168,1.7645,-1.522,-1.468,1.711,2.5914,0.1329,21
68.7569,1.1014,-0.8757,1.8503,-1.526,-1.48,1.713,2.6995,0.1054,23
68.8569,1.2706,-0.8054,1.9334,-1.529,-1.49,1.712,2.8906,0.0691,25
68.9569,1.2666,-0.6776,1.8823,-1.529,-1.496,1.711,2.9179,0.0964,25
69.0569,1.3339,-0.6445,1.9021,-1.528,-1.5,1.708,2.9933,0.0987,22
69.1569,1.1691,-0.5823,1.7398,-1.526,-1.501,1.702,2.8476,0.1122,22
69.2569,1.1951,-0.4792,1.6817,-1.522,-1.499,1.697,2.9023,0.2103,21
69.3569,1.3097,-0.4677,1.6285,-1.516,-1.496,1.691,3.0077,0.1429,22
69.4569,1.2341,-0.4381,1.4357,-1.507,-1.489,1.683,2.9461,0.1481,23
69.5569,1.415,-0.43,1.6521,-1.497,-1.478,1.6735,3.0949,0.0944,24
69.6569,1.3606,-0.2803,1.6238,-1.485,-1.459,1.662,3.0803,0.0953,25
69.7569,1.5335,-0.1568,1.9614,-1.4705,-1.4355,1.65,3.2796,0.1464,24
69.8569,1.4032,-0.1221,1.678,-1.4545,-1.4105,1.6355,3.1349,0.1655,26
69.9569,1.4861,-0.0413,1.9514,-1.4355,-1.3835,1.62,3.2322,0.0771,24
70.0569,1.3358,0.069,1.9508,-1.4145,-1.357,1.605,3.1173,0.3358,24
70.1569,1.4831,-0.013,1.8021,-1.389,-1.324,1.587,3.1645,0.1557,27
70.2569,1.5266,0.0931,1.8082,-1.362,-1.282,1.567,3.2083,0.0451,25
70.3569,1.5901,0.1172,1.9663,-1.3325,-1.232,1.5475,3.2461,0.0852,28
70.4569,1.5449,0.1862,1.7811,-1.302,-1.176,1.527,3.1662,0.0506,25
70.5569,1.6132,0.2712,1.777,-1.27,-1.118,1.506,3.2118,0.0552,29
70.6569,1.5778,0.2488,1.6816,-1.235,-1.055,1.4815,3.1067,0.0892,28
70.7569,1.4982,0.1323,1.1122,-1.194,-0.988,1.456,2.9361,0.1335,31
70.8569,1.5192,0.3032,1.2809,-1.154,-0.926,1.4305,2.9461,0.1656,24
70.9569,1.2849,0.402,1.0721,-1.118,-0.871,1.41,2.7402,0.2854,23
71.0569,1.4024,0.5095,1.2728,-1.082,-0.818,1.389,2.8192,0.1946,21
71.1569,1.7846,0.4738,1.4527,-1.0425,-0.76,1.3675,3.0858,0.2588,26
71.2569,1.5885,0.6506,1.6363,-1.0,-0.696,1.3455,2.9323,0.1034,24
71.3569,1.5361,0.6995,1.5469,-0.963,-0.638,1.324,2.8432,0.0419,19
71.4569,1.5429,0.7533,1.6207,-0.922,-0.5705,1.3015,2.816,0.0404,26
71.5569,1.5812,0.7988,1.6363,-0.877,-0.497,1.277,2.8019,0.0518,25
71.6569,1.5645,0.8339,1.3592,-0.829,-0.423,1.253,2.7056,0.0603,27
71.7569,1.5719,0.8734,1.5042,-0.781,-0.3485,1.2305,2.6653,0.0887,24
71.8569,1.3664,1.0373,1.4823,-0.733,-0.274,1.2085,2.4903,0.3159,26
71.9569,1.5355,0.9625,1.3837,-0.681,-0.197,1.188,2.5092,0.0602,25
72.0569,1.4378,1.0571,1.4562,-0.629,-0.1215,1.1665,2.3968,0.1558,26
72.1569,1.5105,1.1154,1.3882,-0.585,-0.057,1.1485,2.4132,0.0933,16
72.2569,1.4772,1.111,1.3135,-0.535,0.013,1.131,2.2995,0.0801,27
72.3569,1.4788,1.1927,1.4915,-0.4725,0.103,1.1095,2.2673,0.0922,30
72.4569,1.3664,1.2444,1.2688,-0.418,0.179,1.091,2.0858,0.1689,21
72.5569,1.3979,1.2514,1.1961,-0.361,0.256,1.074,2.0247,0.0754,26
72.6569,1.4325,1.3257,1.3428,-0.305,0.33,1.056,2.023,0.0512,25
72.7569,1.3565,1.3134,1.3272,-0.248,0.402,1.042,1.8672,0.0687,25
72.8569,1.3578,1.3627,1.173,-0.189,0.474,1.028,1.7898,0.1173,27
72.9569,1.2695,1.4383,1.0959,-0.132,0.545,1.016,1.6639,0.1879,23
73.0569,1.3236,1.3793,1.2284,-0.077,0.614,1.007,1.6113,0.0546,26
73.1569,1.266,1.4084,1.1065,-0.019,0.684,0.997,1.4792,0.0661,25
73.2569,1.2444,1.4352,1.0763,0.037,0.7505,0.9885,1.3908,0.0536,26
73.3569,1.2237,1.4203,1.1334,0.103,0.822,0.982,1.2794,0.0641,29
73.4569,1.1687,1.4704,1.0771,0.165,0.887,0.978,1.1652,0.0559,24
73.5569,1.1943,1.461,1.1707,0.2235,0.947,0.9745,1.1158,0.0613,26
73.6569,1.1363,1.4761,1.1483,0.287,1.01,0.972,0.9847,0.0616,29
73.7569,1.1733,1.6778,0.7426,0.341,1.062,0.9725,1.0606,0.1684,12
73.8569,0.9071,1.5878,0.9735,0.3855,1.104,0.974,0.7114,0.3045,28
73.9569,1.0132,1.4787,1.0875,0.442,1.156,0.9765,0.6654,0.1069,20
74.0569,0.9869,1.4837,1.2321,0.493,1.201,0.98,0.6224,0.0577,26
74.1569,1.0154,1.5899,1.0576,0.5485,1.248,0.986,0.5831,0.1253,24
74.2569,0.871,1.4513,1.1691,0.605,1.291,0.994,0.3566,0.0844,27
74.3569,0.9045,1.4611,1.1158,0.658,1.33,1.003,0.3012,0.0871,23
74.4569,0.8185,1.444,1.3366,0.703,1.3615,1.012,0.3542,0.1356,22
74.5569,0.7635,1.4378,1.2192,0.742,1.385,1.021,0.2062,0.1452,18
74.6569,0.8274,1.432,1.1784,0.781,1.4055,1.0325,0.1553,0.0469,22
74.7569,0.7442,1.4955,1.3003,0.825,1.426,1.046,0.2757,0.1221,25
74.8569,0.6706,1.3502,1.373,0.8675,1.446,1.059,0.3828,0.1238,22
74.9569,0.6792,1.363,1.0566,0.909,1.462,1.074,0.2508,0.0646,27
75.0569,0.624,1.3319,1.0898,0.949,1.4755,1.0895,0.3553,0.0703,20
75.1569,0.489,1.3682,0.8291,0.986,1.4845,1.106,0.5807,0.1873,24
75.2569,0.5497,1.3087,1.0806,1.026,1.4915,1.1235,0.512,0.0474,18
75.3569,0.4969,1.2638,1.069,1.0595,1.4955,1.1395,0.6125,0.0704,22
75.4569,0.4552,1.2283,1.1055,1.0955,1.498,1.1565,0.6966,0.0528,22
75.5569,0.3939,1.2552,1.0758,1.134,1.497,1.179,0.7854,0.0539,27
75.6569,0.2402,1.2602,0.9964,1.174,1.494,1.202,0.9844,0.1686,21
75.7569,0.175,1.057,1.107,1.203,1.487,1.222,1.1202,0.1509,21
75.8569,0.2818,1.105,1.2317,1.234,1.478,1.244,1.0227,0.1399,25
75.9569,0.2203,1.0815,1.1285,1.2625,1.4665,1.2685,1.1199,0.0576,22
76.0569,0.08,0.9249,1.2463,1.286,1.454,1.289,1.3177,0.1901,19
76.1569,-0.133,0.8887,0.7242,1.309,1.438,1.312,1.6513,0.1613,23
76.2569,-0.0004,0.8474,1.0596,1.336,1.415,1.337,1.4782,0.1617,27
76.3569,0.0436,0.9368,1.2083,1.364,1.385,1.367,1.4033,0.0436,29
76.4569,-0.1832,0.8647,1.0258,1.3885,1.351,1.3965,1.6864,0.2069,24
76.5569,-0.0821,0.8905,1.159,1.4115,1.3135,1.4245,1.5748,0.167,28
76.6569,-0.0589,0.6997,1.267,1.43,1.275,1.451,1.6068,0.0671,23
76.7569,-0.1738,0.6902,1.1241,1.446,1.237,1.4765,1.7456,0.1331,24
76.8569,-0.5367,0.648,0.8882,1.4575,1.204,1.4965,2.1577,0.2138,14
76.9569,-0.3087,0.4716,1.0231,1.4675,1.17,1.5155,1.971,0.1177,14
77.0569,-0.3702,0.5892,1.0452,1.478,1.13,1.5355,1.9871,0.1757,24
77.1569,-0.363,0.4515,1.2727,1.489,1.08,1.559,1.9766,0.1087,23
77.2569,-0.3931,0.4951,1.2465,1.4975,1.026,1.5835,1.9925,0.1878,24
77.3569,-0.6162,0.2946,1.3843,1.504,0.979,1.602,2.2385,0.1473,15
77.4569,-0.475,0.2489,1.2531,1.507,0.933,1.6205,2.1287,0.1305,22
77.5569,-0.6156,0.2388,1.298,1.51,0.876,1.642,2.2455,0.1465,23
77.6569,-0.6409,0.0986,1.3166,1.511,0.818,1.6635,2.2953,0.0965,22
77.7569,-0.6628,0.0515,1.4163,1.509,0.761,1.6825,2.3002,0.107,22
77.8569,-0.7975,0.018,1.3102,1.5065,0.6975,1.7015,2.4338,0.1282,24
77.9569,-0.7554,-0.0205,1.2949,1.501,0.632,1.72,2.387,0.1727,23
78.0569,-0.8731,-0.0286,1.4577,1.495,0.5615,1.7395,2.4567,0.1618,26
78.1569,-0.9483,-0.0555,1.4904,1.488,0.494,1.758,2.5118,0.2207,21
78.2569,-1.1775,-0.2291,1.3623,1.479,0.4265,1.774,2.767,0.1758,24
78.3569,-1.0913,-0.2867,1.1237,1.47,0.365,1.788,2.7251,0.1442,17
78.4569,-1.1304,-0.3132,1.3176,1.458,0.299,1.802,2.7036,0.1227,24
78.5569,-1.1431,-0.5096,1.4519,1.443,0.2305,1.815,2.7144,0.1695,22
78.6569,-1.1511,-0.5288,1.5706,1.429,0.162,1.8265,2.6832,0.1622,22
78.7569,-1.0619,-0.5462,1.4683,1.411,0.085,1.8375,2.5787,0.1087,30
78.8569,-1.0474,-0.5755,1.5278,1.39,0.002,1.846,2.525,0.12,25
78.9569,-1.0203,-0.6358,1.7419,1.3665,-0.0765,1.853,2.454,0.0694,28
79.0569,-1.0819,-0.6542,1.8006,1.3415,-0.158,1.859,2.4744,0.0651,26
79.1569,-1.0944,-0.7447,1.7841,1.315,-0.236,1.865,2.4638,0.0721,27
79.2569,-1.0646,-0.8064,1.8328,1.29,-0.306,1.868,2.4074,0.0804,21
79.3569,-1.1771,-0.8636,1.7623,1.2665,-0.364,1.869,2.4964,0.0614,18
79.4569,-1.1868,-0.9043,1.8354,1.241,-0.422,1.868,2.4754,0.0706,24
79.5569,-1.2512,-1.0107,1.7699,1.214,-0.476,1.867,2.5244,0.0647,17
79.6569,-1.3326,-0.9941,1.6862,1.184,-0.532,1.865,2.5649,0.1098,25
79.7569,-1.2808,-1.0801,1.7372,1.145,-0.598,1.862,2.4764,0.0503,25
79.8569,-1.3603,-1.1071,1.6234,1.106,-0.663,1.857,2.5168,0.0705,25
79.9569,-1.2992,-1.1564,1.7247,1.069,-0.724,1.852,2.4107,0.0571,19
80.0569,-1.3791,-1.2119,1.7588,1.036,-0.776,1.847,2.4557,0.0788,20
80.1569,-1.3804,-1.1812,1.5833,0.992,-0.8425,1.84,2.4102,0.1305,30
80.2569,-1.4981,-1.2764,1.7368,0.941,-0.912,1.829,2.4679,0.0387,21
80.3569,-1.5096,-1.24,1.9192,0.8985,-0.967,1.8185,2.4256,0.1416,24
80.4569,-1.5278,-1.3004,1.7614,0.8535,-1.0245,1.806,2.3977,0.0423,24
80.5569,-1.5273,-1.3682,1.8119,0.802,-1.086,1.7915,2.3464,0.1533,30
80.6569,-1.607,-1.4065,1.7097,0.748,-1.1455,1.775,2.3703,0.1243,24
80.7569,-1.7991,-1.7615,1.2373,0.701,-1.189,1.76,2.6176,0.6427,23
80.8569,-1.6445,-1.3757,1.8274,0.657,-1.2275,1.7455,2.3077,0.103,20
80.9569,-1.6624,-1.4715,1.8274,0.613,-1.262,1.7305,2.287,0.139,22
81.0569,-1.6407,-1.4674,1.5954,0.5665,-1.2965,1.7135,2.217,0.1569,18
81.1569,-1.572,-1.4894,1.7853,0.521,-1.329,1.697,2.101,0.1106,25
81.2569,-1.6331,-1.509,1.8693,0.47,-1.363,1.677,2.1169,0.1971,23
81.3569,-1.5208,-1.5313,1.8312,0.419,-1.394,1.656,1.9525,0.0708,25
81.4569,-1.6159,-1.5513,1.6895,0.362,-1.424,1.633,1.9828,0.1411,29
81.5569,-1.6284,-1.5357,1.7094,0.312,-1.447,1.612,1.9449,0.104,19
81.6569,-1.6447,-1.5527,1.8188,0.263,-1.464,1.592,1.9231,0.1331,25
81.7569,-1.5209,-1.5295,1.768,0.22,-1.477,1.575,1.7524,0.2104,14
81.8569,-1.5774,-1.5759,1.7746,0.1715,-1.489,1.5555,1.7647,0.1487,28
81.9569,-1.6455,-1.533,1.6964,0.112,-1.5,1.531,1.7656,0.1483,25
82.0569,-1.5357,-1.4962,1.8331,0.052,-1.506,1.507,1.6208,0.0643,27
82.1569,-1.4957,-1.4003,1.9733,-0.003,-1.507,1.4845,1.5743,0.1294,20
82.2569,-1.5348,-1.4846,1.7948,-0.0575,-1.506,1.4625,1.5144,0.0842,28
82.3569,-1.4583,-1.4082,2.0427,-0.112,-1.501,1.439,1.4784,0.1544,21
82.4569,-1.5013,-1.4764,1.8133,-0.16,-1.494,1.42,1.3979,0.0484,21
82.5569,-1.4967,-1.3805,1.6019,-0.211,-1.484,1.398,1.3059,0.1028,25
82.6569,-1.4677,-1.4231,1.8135,-0.266,-1.4705,1.3745,1.2803,0.0851,24
82.7569,-1.4179,-1.4143,1.7167,-0.322,-1.454,1.353,1.1553,0.0645,27
82.8569,-1.3923,-1.3517,1.783,-0.375,-1.433,1.332,1.1157,0.1722,23
82.9569,-1.4,-1.3848,1.8626,-0.418,-1.412,1.315,1.1246,0.0779,17
83.0569,-1.6038,-1.1631,1.6093,-0.46,-1.3905,1.299,1.2068,0.3522,22
83.1569,-1.322,-1.3613,1.7978,-0.504,-1.364,1.284,0.966,0.066,19
83.2569,-1.33,-1.2913,1.6703,-0.551,-1.334,1.268,0.8778,0.0612,25
83.3569,-1.3237,-1.2488,1.7329,-0.601,-1.2985,1.25,0.8706,0.0534,22
83.4569,-1.2842,-1.1678,1.7179,-0.654,-1.257,1.2345,0.7992,0.0633,28
83.5569,-1.209,-1.1511,1.6805,-0.704,-1.214,1.22,0.6863,0.0999,21
83.6569,-1.1855,-1.0734,1.7721,-0.7535,-1.167,1.206,0.7182,0.0627,28
83.7569,-1.1748,-1.053,1.6355,-0.802,-1.117,1.194,0.5814,0.076,23
83.8569,-1.1717,-0.9584,1.7304,-0.837,-1.0765,1.184,0.6516,0.0765,16
83.9569,-1.04,-0.9757,1.7356,-0.879,-1.024,1.174,0.5862,0.0679,27
84.0569,-1.125,-0.941,1.7457,-0.926,-0.963,1.166,0.6133,0.199,27
84.1569,-1.1129,-0.7724,1.7951,-0.9695,-0.9035,1.158,0.666,0.0883,22
84.2569,-0.8643,-0.9535,1.8708,-1.007,-0.8465,1.1525,0.7401,0.3628,20
84.3569,-1.0316,-0.7662,1.5216,-1.045,-0.786,1.148,0.3744,0.1569,25
84.4569,-1.1678,-0.7455,1.2793,-1.081,-0.723,1.144,0.1623,0.1378,19
84.5569,-1.2101,-0.6813,1.2677,-1.12,-0.656,1.142,0.1567,0.1896,26
84.6569,-1.0398,-0.5429,1.3644,-1.1565,-0.591,1.141,0.2566,0.1389,20
84.7569,-1.0712,-0.4843,1.2968,-1.196,-0.5155,1.141,0.2021,0.2044,26
84.8569,-1.0626,-0.46,1.476,-1.229,-0.45,1.143,0.3724,0.0983,19
84.9569,-0.9595,-0.4321,1.3193,-1.2545,-0.3965,1.144,0.345,0.1453,18
85.0569,-1.1661,-0.2323,1.1033,-1.282,-0.334,1.147,0.1603,0.342,21
85.1569,-0.7085,-0.2702,1.5643,-1.308,-0.271,1.152,0.7276,0.1619,23
85.2569,-0.6291,-0.1449,1.4072,-1.331,-0.207,1.158,0.7474,0.1591,21
85.3569,-0.7687,-0.0075,1.7734,-1.3495,-0.1525,1.1625,0.8553,0.2766,16
85.4569,-0.6099,-0.1346,1.1501,-1.3675,-0.0955,1.17,0.7589,0.1793,22
85.5569,-0.5472,0.033,1.6458,-1.3905,-0.023,1.1805,0.9648,0.2284,26
85.6569,-0.4601,-0.0061,1.4828,-1.413,0.049,1.192,0.9978,0.0732,23
85.7569,-0.4551,0.0788,1.5785,-1.43,0.109,1.203,1.0451,0.1574,17
85.8569,-0.362,0.1524,1.4971,-1.446,0.172,1.214,1.1205,0.1413,25
85.9569,-0.3256,0.3261,1.3125,-1.468,0.258,1.232,1.1473,0.2159,29
86.0569,-0.3101,0.2831,1.222,-1.485,0.344,1.25,1.1768,0.1661,27
86.1569,-0.3266,0.3031,1.141,-1.498,0.42,1.268,1.1841,0.185,23
86.2569,-0.2256,0.3763,1.1867,-1.508,0.482,1.2835,1.2904,0.1273,18
86.3569,-0.1858,0.4461,1.2131,-1.517,0.545,1.3,1.3377,0.0899,24
86.4569,-0.1283,0.4478,1.2278,-1.525,0.616,1.32,1.4098,0.1106,21
86.5569,-0.2757,0.6074,0.9174,-1.533,0.6865,1.3405,1.329,0.3409,28
86.6569,-0.0155,0.6624,1.2509,-1.538,0.76,1.365,1.5298,0.0756,25
86.7569,0.0445,0.6945,1.1884,-1.539,0.824,1.387,1.6012,0.0619,19
86.8569,0.0371,0.7203,1.1854,-1.538,0.88,1.408,1.5987,0.1323,24
86.9569,0.0549,0.7105,1.1142,-1.534,0.94,1.432,1.6365,0.1456,25
87.0569,0.1214,0.7628,1.0672,-1.528,0.996,1.457,1.7108,0.1834,25
87.1569,0.0999,0.9405,1.1693,-1.5195,1.05,1.4825,1.653,0.1543,24
87.2569,0.2095,0.9164,1.1538,-1.511,1.093,1.504,1.7647,0.0677,17
87.3569,0.2453,0.982,1.251,-1.5,1.133,1.525,1.7731,0.2113,23
87.4569,0.3897,1.0161,1.3957,-1.4885,1.172,1.5465,1.8907,0.094,18
87.5569,0.4062,1.0854,1.3018,-1.4735,1.213,1.5685,1.9028,0.0493,26
87.6569,0.4555,1.116,1.2133,-1.453,1.261,1.599,1.9524,0.0965,25
87.7569,0.5049,1.1716,1.4323,-1.4365,1.2925,1.6205,1.9542,0.0828,16
87.8569,0.4068,1.1996,1.2528,-1.4225,1.3145,1.6385,1.8731,0.2643,16
87.9569,0.5726,1.1962,1.4511,-1.405,1.341,1.659,1.9937,0.0569,25
88.0569,0.572,1.3062,1.2618,-1.384,1.3685,1.6815,2.0015,0.0756,20
88.1569,0.6592,1.297,1.2931,-1.3645,1.3895,1.7025,2.0668,0.0944,18
88.2569,0.6781,1.2807,1.1576,-1.342,1.412,1.725,2.1024,0.0584,19
88.3569,0.6992,1.3299,1.2995,-1.321,1.429,1.742,2.0704,0.3122,17
88.4569,0.7283,1.3655,1.1589,-1.296,1.446,1.762,2.1137,0.1204,23
88.5569,0.8982,1.4273,1.405,-1.266,1.463,1.7835,2.1974,0.0759,20
88.6569,0.7759,1.4842,1.1637,-1.233,1.479,1.804,2.1085,0.1498,27
88.7569,0.9142,1.4687,1.1864,-1.193,1.4925,1.8285,2.203,0.1212,26
88.8569,1.0022,1.4803,1.3706,-1.157,1.5,1.848,2.2114,0.0699,21
88.9569,0.9983,1.4596,1.2079,-1.124,1.505,1.865,2.2222,0.0744,19
89.0569,1.015,1.4632,1.2391,-1.086,1.506,1.886,2.1987,0.0602,25
89.1569,0.9746,1.5496,1.1027,-1.049,1.503,1.903,2.1766,0.1719,21
89.2569,1.1177,1.5278,1.4274,-1.007,1.497,1.922,2.1818,0.074,29
89.3569,1.0294,1.6124,1.1716,-0.967,1.488,1.938,2.1421,0.2533,21
89.4569,1.2698,1.5432,1.5685,-0.936,1.479,1.9495,2.2393,0.0416,16
89.5569,1.0814,1.5121,1.452,-0.8975,1.4645,1.9625,2.0443,0.171,28
89.6569,1.088,1.5339,1.1956,-0.845,1.44,1.978,2.0874,0.2474,29
89.7569,1.2839,1.4914,1.7039,-0.797,1.415,1.991,2.102,0.067,21
89.8569,1.2025,1.4704,1.5375,-0.755,1.391,2.001,2.0132,0.061,21
89.9569,1.112,1.6529,1.8343,-0.713,1.3665,2.009,1.8556,0.4113,22
90.0569,1.3045,1.4448,1.6533,-0.664,1.336,2.017,2.0048,0.0687,27
90.1569,1.3342,1.4392,1.4189,-0.6135,1.3015,2.025,2.0444,0.1154,24
90.2569,1.4193,1.3519,1.479,-0.561,1.263,2.032,2.058,0.0797,29
90.3569,1.3696,1.3877,1.573,-0.507,1.219,2.037,1.9405,0.0978,24
90.4569,1.4095,1.3067,1.8433,-0.459,1.173,2.04,1.8836,0.1622,24
